Id_Venda;Ordem_Compra;Data_Venda;SKU;ID_Cliente;Qtd_Vendida
SO56398;3;20/10/2021;HL223;22108;2
SO56399;1;20/10/2021;HL163;14244;1
SO56400;1;20/10/2021;HL5;17605;1
SO56400;2;20/10/2021;HL164;17605;2
SO56402;1;20/10/2021;HL167;15935;1
SO56402;2;20/10/2021;HL215;15935;2
SO56403;1;20/10/2021;HL2;21690;1
SO56403;2;20/10/2021;HL176;21690;1
SO56403;3;20/10/2021;HL215;21690;2
SO56404;1;20/10/2021;HL172;14135;1
SO56404;2;20/10/2021;HL174;14135;1
SO56404;3;20/10/2021;HL165;14135;3
SO56405;1;20/10/2021;HL172;16036;3
SO56406;1;20/10/2021;HL227;15092;1
SO56406;2;20/10/2021;HL216;15092;3
SO56407;1;20/10/2021;HL222;17936;1
SO56407;2;20/10/2021;HL2;17936;1
SO56407;3;20/10/2021;HL215;17936;2
SO56408;1;20/10/2021;HL1;17997;1
SO56408;2;20/10/2021;HL223;17997;2
SO56408;3;20/10/2021;HL215;17997;3
SO56409;1;20/10/2021;HL7;13809;1
SO56409;2;20/10/2021;HL216;13809;1
SO56409;3;20/10/2021;HL226;13809;1
SO56409;4;20/10/2021;HL2;13809;1
SO56410;1;20/10/2021;HL216;17820;2
SO56411;1;20/10/2021;HL216;22710;2
SO56412;1;20/10/2021;HL216;17821;1
SO56412;2;20/10/2021;HL167;17821;2
SO56413;1;20/10/2021;HL2;12489;1
SO56413;2;20/10/2021;HL216;12489;2
SO56414;1;20/10/2021;HL8;25768;1
SO56414;2;20/10/2021;HL216;25768;2
SO56414;3;20/10/2021;HL225;25768;2
SO56415;1;20/10/2021;HL224;11311;1
SO56415;2;20/10/2021;HL5;11311;1
SO56415;3;20/10/2021;HL215;11311;2
SO56416;1;20/10/2021;HL224;12046;1
SO56417;1;20/10/2021;HL215;12194;1
SO56417;2;20/10/2021;HL224;12194;1
SO56417;3;20/10/2021;HL1;12194;1
SO56418;1;20/10/2021;HL224;13350;1
SO56418;2;20/10/2021;HL215;13350;2
SO56419;1;20/10/2021;HL2;12953;1
SO56419;2;20/10/2021;HL172;12953;2
SO56419;3;20/10/2021;HL154;12953;3
SO56421;1;20/10/2021;HL90;16362;1
SO56421;2;20/10/2021;HL227;16362;1
SO56421;3;20/10/2021;HL167;16362;2
SO56421;4;20/10/2021;HL216;16362;2
SO56422;1;20/10/2021;HL76;11629;1
SO56422;2;20/10/2021;HL1;11629;1
SO56422;3;20/10/2021;HL172;11629;2
SO56423;1;20/10/2021;HL74;11135;1
SO56423;2;20/10/2021;HL164;11135;2
SO56423;3;20/10/2021;HL165;11135;2
SO56424;1;20/10/2021;HL268;22966;1
SO56424;2;20/10/2021;HL5;22966;1
SO56425;1;20/10/2021;HL89;19099;1
SO56425;2;20/10/2021;HL171;19099;2
SO56425;3;20/10/2021;HL6;19099;3
SO56426;1;20/10/2021;HL291;22876;1
SO56426;2;20/10/2021;HL2;22876;1
SO56427;1;20/10/2021;HL1;23775;1
SO56427;2;20/10/2021;HL93;23775;1
SO56428;1;20/10/2021;HL271;27967;1
SO56428;2;20/10/2021;HL164;27967;2
SO56428;3;20/10/2021;HL166;27967;2
SO56429;1;20/10/2021;HL173;28113;1
SO56429;2;20/10/2021;HL273;28113;1
SO56430;1;21/10/2021;HL93;23540;1
SO56430;2;21/10/2021;HL175;23540;1
SO56430;3;21/10/2021;HL6;23540;2
SO56431;1;21/10/2021;HL5;14344;1
SO56431;2;21/10/2021;HL216;14344;2
SO56431;3;21/10/2021;HL226;14344;2
SO56432;1;21/10/2021;HL216;15147;1
SO56432;2;21/10/2021;HL226;15147;2
SO56432;3;21/10/2021;HL168;15147;2
SO56433;1;21/10/2021;HL226;15026;2
SO56434;1;21/10/2021;HL167;17291;2
SO56434;2;21/10/2021;HL223;17291;2
SO56435;1;21/10/2021;HL224;18896;1
SO56435;2;21/10/2021;HL1;18896;1
SO56435;3;21/10/2021;HL215;18896;2
SO56436;1;21/10/2021;HL168;12035;1
SO56436;2;21/10/2021;HL215;12035;3
SO56437;1;21/10/2021;HL175;19677;1
SO56437;2;21/10/2021;HL164;19677;2
SO56438;1;21/10/2021;HL2;15599;1
SO56438;2;21/10/2021;HL165;15599;1
SO56438;3;21/10/2021;HL164;15599;2
SO56439;1;21/10/2021;HL227;16178;1
SO56439;2;21/10/2021;HL167;16178;2
SO56439;3;21/10/2021;HL216;16178;2
SO56440;1;21/10/2021;HL171;11753;2
SO56441;1;21/10/2021;HL2;23920;1
SO56441;2;21/10/2021;HL267;23920;1
SO56442;1;21/10/2021;HL170;17750;1
SO56442;2;21/10/2021;HL280;17750;1
SO56442;3;21/10/2021;HL172;17750;2
SO56443;1;21/10/2021;HL89;27943;1
SO56444;1;21/10/2021;HL9;16416;1
SO56444;2;21/10/2021;HL86;16416;1
SO56444;3;21/10/2021;HL5;16416;1
SO56445;1;21/10/2021;HL87;16412;1
SO56445;2;21/10/2021;HL227;16412;1
SO56445;3;21/10/2021;HL167;16412;2
SO56446;1;21/10/2021;HL223;15657;1
SO56446;2;21/10/2021;HL277;15657;1
SO56446;3;21/10/2021;HL2;15657;1
SO56446;4;21/10/2021;HL215;15657;2
SO56447;1;21/10/2021;HL173;29107;1
SO56447;2;21/10/2021;HL216;29107;2
SO56448;1;21/10/2021;HL2;11091;1
SO56448;2;21/10/2021;HL217;11091;3
SO56449;1;21/10/2021;HL217;11078;1
SO56449;2;21/10/2021;HL2;11078;1
SO56449;3;21/10/2021;HL228;11078;2
SO56450;1;21/10/2021;HL1;11507;1
SO56450;2;21/10/2021;HL215;11507;2
SO56450;3;21/10/2021;HL222;11507;2
SO56450;4;21/10/2021;HL152;11507;2
SO56451;1;21/10/2021;HL223;22863;1
SO56452;1;21/10/2021;HL174;21261;1
SO56452;2;21/10/2021;HL164;21261;2
SO56452;3;21/10/2021;HL165;21261;2
SO56453;1;21/10/2021;HL162;20353;1
SO56453;2;21/10/2021;HL168;20353;2
SO56454;1;21/10/2021;HL161;20758;1
SO56454;2;21/10/2021;HL7;20758;1
SO56454;3;21/10/2021;HL6;20758;2
SO56455;1;21/10/2021;HL163;19019;1
SO56455;2;21/10/2021;HL169;19019;2
SO56456;1;21/10/2021;HL164;17694;2
SO56457;1;21/10/2021;HL164;12061;2
SO56457;2;21/10/2021;HL171;12061;2
SO56458;1;21/10/2021;HL215;14920;2
SO56459;1;21/10/2021;HL172;13900;1
SO56460;1;21/10/2021;HL1;17713;1
SO56460;2;21/10/2021;HL215;17713;2
SO56460;3;21/10/2021;HL223;17713;2
SO56461;1;21/10/2021;HL178;11478;1
SO56462;1;21/10/2021;HL167;13503;2
SO56462;2;21/10/2021;HL217;13503;2
SO56462;3;21/10/2021;HL228;13503;2
SO56463;1;21/10/2021;HL228;29442;2
SO56463;2;21/10/2021;HL217;29442;3
SO56464;1;21/10/2021;HL228;13507;1
SO56465;1;21/10/2021;HL224;11828;1
SO56465;2;21/10/2021;HL215;11828;2
SO56466;1;21/10/2021;HL2;16846;1
SO56466;2;21/10/2021;HL172;16846;2
SO56467;1;21/10/2021;HL172;15815;1
SO56467;2;21/10/2021;HL2;15815;1
SO56468;1;21/10/2021;HL164;13544;2
SO56468;2;21/10/2021;HL165;13544;2
SO56468;3;21/10/2021;HL153;13544;2
SO56469;1;21/10/2021;HL172;13309;2
SO56470;1;21/10/2021;HL267;20671;1
SO56470;2;21/10/2021;HL5;20671;1
SO56471;1;21/10/2021;HL9;13173;1
SO56471;2;21/10/2021;HL75;13173;1
SO56471;3;21/10/2021;HL152;13173;1
SO56471;4;21/10/2021;HL172;13173;2
SO56472;1;21/10/2021;HL75;12917;1
SO56473;1;21/10/2021;HL291;28212;1
SO56473;2;21/10/2021;HL178;28212;1
SO56473;3;21/10/2021;HL216;28212;2
SO56473;4;21/10/2021;HL225;28212;3
SO56474;1;21/10/2021;HL250;28954;1
SO56474;2;21/10/2021;HL6;28954;3
SO56475;1;21/10/2021;HL171;19558;1
SO56475;2;21/10/2021;HL89;19558;1
SO56476;1;21/10/2021;HL76;12358;1
SO56476;2;21/10/2021;HL167;12358;2
SO56477;1;21/10/2021;HL2;22768;1
SO56477;2;21/10/2021;HL293;22768;1
SO56477;3;21/10/2021;HL216;22768;2
SO56477;4;21/10/2021;HL225;22768;2
SO56478;1;21/10/2021;HL2;19820;1
SO56478;2;21/10/2021;HL95;19820;1
SO56479;1;21/10/2021;HL95;23904;1
SO56479;2;21/10/2021;HL178;23904;1
SO56479;3;21/10/2021;HL152;23904;3
SO56480;1;21/10/2021;HL291;22517;1
SO56480;2;21/10/2021;HL6;22517;2
SO56480;3;21/10/2021;HL166;22517;2
SO56480;4;21/10/2021;HL164;22517;3
SO56481;1;21/10/2021;HL291;22525;1
SO56481;2;21/10/2021;HL1;22525;1
SO56482;1;21/10/2021;HL262;27901;1
SO56482;2;21/10/2021;HL1;27901;1
SO56482;3;21/10/2021;HL164;27901;2
SO56482;4;21/10/2021;HL166;27901;3
SO56483;1;22/10/2021;HL165;12644;1
SO56483;2;22/10/2021;HL73;12644;1
SO56483;3;22/10/2021;HL2;12644;1
SO56483;4;22/10/2021;HL164;12644;2
SO56484;1;22/10/2021;HL73;12647;1
SO56484;2;22/10/2021;HL153;12647;2
SO56484;3;22/10/2021;HL165;12647;3
SO56484;4;22/10/2021;HL164;12647;3
SO56485;1;22/10/2021;HL78;13685;1
SO56485;2;22/10/2021;HL224;13685;1
SO56485;3;22/10/2021;HL215;13685;2
SO56485;4;22/10/2021;HL172;13685;2
SO56485;5;22/10/2021;HL168;13685;2
SO56486;1;22/10/2021;HL75;13697;1
SO56486;2;22/10/2021;HL165;13697;2
SO56486;3;22/10/2021;HL171;13697;2
SO56486;4;22/10/2021;HL164;13697;3
SO56487;1;22/10/2021;HL5;11300;1
SO56488;1;22/10/2021;HL2;11142;1
SO56488;2;22/10/2021;HL153;11142;2
SO56489;1;22/10/2021;HL215;17052;2
SO56489;2;22/10/2021;HL223;17052;2
SO56489;3;22/10/2021;HL171;17052;2
SO56490;1;22/10/2021;HL153;19600;1
SO56490;2;22/10/2021;HL5;19600;1
SO56490;3;22/10/2021;HL215;19600;2
SO56490;4;22/10/2021;HL223;19600;2
SO56491;1;22/10/2021;HL1;19574;1
SO56491;2;22/10/2021;HL225;19574;3
SO56491;3;22/10/2021;HL216;19574;3
SO56492;1;22/10/2021;HL1;20266;1
SO56492;2;22/10/2021;HL216;20266;2
SO56492;3;22/10/2021;HL225;20266;2
SO56493;1;22/10/2021;HL164;23346;2
SO56494;1;22/10/2021;HL153;27596;1
SO56494;2;22/10/2021;HL5;27596;1
SO56494;3;22/10/2021;HL217;27596;2
SO56495;1;22/10/2021;HL163;13669;1
SO56495;2;22/10/2021;HL152;13669;2
SO56496;1;22/10/2021;HL178;28945;1
SO56496;2;22/10/2021;HL165;28945;2
SO56496;3;22/10/2021;HL164;28945;3
SO56497;1;22/10/2021;HL5;29217;1
SO56497;2;22/10/2021;HL216;29217;2
SO56497;3;22/10/2021;HL226;29217;2
SO56498;1;22/10/2021;HL225;11875;2
SO56499;1;22/10/2021;HL173;26261;1
SO56499;2;22/10/2021;HL167;26261;2
SO56499;3;22/10/2021;HL217;26261;2
SO56499;4;22/10/2021;HL228;26261;2
SO56500;1;22/10/2021;HL5;13144;1
SO56500;2;22/10/2021;HL217;13144;2
SO56500;3;22/10/2021;HL228;13144;2
SO56501;1;22/10/2021;HL5;26044;1
SO56501;2;22/10/2021;HL215;26044;2
SO56501;3;22/10/2021;HL222;26044;2
SO56501;4;22/10/2021;HL172;26044;3
SO56502;1;22/10/2021;HL227;14582;1
SO56502;2;22/10/2021;HL167;14582;2
SO56502;3;22/10/2021;HL216;14582;2
SO56502;4;22/10/2021;HL171;14582;2
SO56503;1;22/10/2021;HL165;21324;1
SO56503;2;22/10/2021;HL175;21324;1
SO56503;3;22/10/2021;HL164;21324;2
SO56504;1;22/10/2021;HL167;23005;2
SO56504;2;22/10/2021;HL223;23005;2
SO56505;1;22/10/2021;HL174;20502;1
SO56505;2;22/10/2021;HL165;20502;2
SO56506;1;22/10/2021;HL162;18964;1
SO56508;1;22/10/2021;HL174;27028;1
SO56508;2;22/10/2021;HL164;27028;2
SO56509;1;22/10/2021;HL5;15777;1
SO56509;2;22/10/2021;HL215;15777;2
SO56511;1;22/10/2021;HL172;13748;1
SO56511;2;22/10/2021;HL10;13748;1
SO56512;1;22/10/2021;HL167;14492;2
SO56512;2;22/10/2021;HL215;14492;2
SO56513;1;22/10/2021;HL224;17226;1
SO56513;2;22/10/2021;HL5;17226;1
SO56514;1;22/10/2021;HL1;21914;1
SO56514;2;22/10/2021;HL164;21914;3
SO56515;1;22/10/2021;HL226;19178;3
SO56516;1;22/10/2021;HL177;21135;1
SO56516;2;22/10/2021;HL164;21135;2
SO56516;3;22/10/2021;HL215;21135;2
SO56516;4;22/10/2021;HL165;21135;2
SO56516;5;22/10/2021;HL223;21135;2
SO56517;1;22/10/2021;HL225;24876;1
SO56517;2;22/10/2021;HL152;24876;2
SO56517;3;22/10/2021;HL216;24876;3
SO56518;1;22/10/2021;HL167;19350;1
SO56518;2;22/10/2021;HL225;19350;2
SO56519;1;22/10/2021;HL1;25469;1
SO56519;2;22/10/2021;HL217;25469;2
SO56520;1;22/10/2021;HL217;27960;1
SO56520;2;22/10/2021;HL167;27960;2
SO56521;1;22/10/2021;HL172;19642;1
SO56521;2;22/10/2021;HL1;19642;1
SO56522;1;22/10/2021;HL270;16949;1
SO56522;2;22/10/2021;HL177;16949;1
SO56522;3;22/10/2021;HL2;16949;1
SO56523;1;22/10/2021;HL9;20346;1
SO56523;2;22/10/2021;HL88;20346;1
SO56523;3;22/10/2021;HL227;20346;1
SO56523;4;22/10/2021;HL1;20346;1
SO56523;5;22/10/2021;HL216;20346;2
SO56524;1;22/10/2021;HL87;20347;1
SO56525;1;22/10/2021;HL77;11515;1
SO56525;2;22/10/2021;HL2;11515;1
SO56525;3;22/10/2021;HL172;11515;2
SO56526;1;22/10/2021;HL161;17045;1
SO56526;2;22/10/2021;HL176;17045;1
SO56526;3;22/10/2021;HL277;17045;1
SO56526;4;22/10/2021;HL6;17045;2
SO56527;1;22/10/2021;HL268;18767;1
SO56527;2;22/10/2021;HL2;18767;1
SO56528;1;22/10/2021;HL268;23117;1
SO56528;2;22/10/2021;HL2;23117;1
SO56528;3;22/10/2021;HL166;23117;3
SO56528;4;22/10/2021;HL164;23117;3
SO56529;1;22/10/2021;HL250;28962;1
SO56529;2;22/10/2021;HL164;28962;1
SO56529;3;22/10/2021;HL174;28962;1
SO56529;4;22/10/2021;HL166;28962;2
SO56529;5;22/10/2021;HL152;28962;2
SO56530;1;22/10/2021;HL167;12675;1
SO56530;2;22/10/2021;HL224;12675;1
SO56530;3;22/10/2021;HL74;12675;1
SO56531;1;22/10/2021;HL253;26343;1
SO56531;2;22/10/2021;HL6;26343;2
SO56532;1;22/10/2021;HL78;11443;1
SO56532;2;22/10/2021;HL2;11443;1
SO56532;3;22/10/2021;HL177;11443;1
SO56532;4;22/10/2021;HL224;11443;1
SO56532;5;22/10/2021;HL172;11443;2
SO56533;1;22/10/2021;HL171;11986;1
SO56533;2;22/10/2021;HL73;11986;1
SO56533;3;22/10/2021;HL224;11986;1
SO56533;4;22/10/2021;HL167;11986;2
SO56533;5;22/10/2021;HL215;11986;2
SO56533;6;22/10/2021;HL172;11986;3
SO56534;1;22/10/2021;HL266;25370;1
SO56534;2;22/10/2021;HL2;25370;1
SO56534;3;22/10/2021;HL164;25370;2
SO56534;4;22/10/2021;HL166;25370;2
SO56535;1;22/10/2021;HL249;24966;1
SO56535;2;22/10/2021;HL5;24966;1
SO56536;1;22/10/2021;HL271;16500;1
SO56536;2;22/10/2021;HL5;16500;1
SO56536;3;22/10/2021;HL166;16500;2
SO56536;4;22/10/2021;HL164;16500;3
SO56537;1;22/10/2021;HL292;22760;1
SO56537;2;22/10/2021;HL166;22760;2
SO56538;1;22/10/2021;HL159;21671;1
SO56538;2;22/10/2021;HL292;21671;1
SO56538;3;22/10/2021;HL216;21671;2
SO56538;4;22/10/2021;HL225;21671;2
SO56539;1;22/10/2021;HL154;15684;1
SO56539;2;22/10/2021;HL248;15684;1
SO56539;3;22/10/2021;HL217;15684;2
SO56539;4;22/10/2021;HL228;15684;2
SO56540;1;23/10/2021;HL75;12222;1
SO56540;2;23/10/2021;HL174;12222;1
SO56540;3;23/10/2021;HL1;12222;1
SO56540;4;23/10/2021;HL172;12222;2
SO56541;1;23/10/2021;HL264;14071;1
SO56541;2;23/10/2021;HL217;14071;2
SO56541;3;23/10/2021;HL228;14071;2
SO56542;1;23/10/2021;HL77;13556;1
SO56542;2;23/10/2021;HL2;13556;1
SO56543;1;23/10/2021;HL2;11785;1
SO56544;1;23/10/2021;HL170;18295;1
SO56544;2;23/10/2021;HL172;18295;2
SO56545;1;23/10/2021;HL224;21953;1
SO56546;1;23/10/2021;HL178;17244;1
SO56547;1;23/10/2021;HL171;11113;2
SO56548;1;23/10/2021;HL6;18195;2
SO56549;1;23/10/2021;HL167;18304;1
SO56551;1;23/10/2021;HL227;16625;1
SO56551;2;23/10/2021;HL216;16625;2
SO56552;1;23/10/2021;HL287;22621;1
SO56552;2;23/10/2021;HL2;22621;1
SO56552;3;23/10/2021;HL164;22621;2
SO56552;4;23/10/2021;HL165;22621;2
SO56553;1;23/10/2021;HL2;22465;1
SO56553;2;23/10/2021;HL88;22465;1
SO56553;3;23/10/2021;HL164;22465;2
SO56553;4;23/10/2021;HL166;22465;2
SO56554;1;23/10/2021;HL217;11211;2
SO56555;1;23/10/2021;HL227;24946;1
SO56555;2;23/10/2021;HL167;24946;2
SO56555;3;23/10/2021;HL216;24946;2
SO56556;1;23/10/2021;HL227;24963;1
SO56557;1;23/10/2021;HL167;23072;2
SO56557;2;23/10/2021;HL215;23072;2
SO56557;3;23/10/2021;HL223;23072;2
SO56558;1;23/10/2021;HL170;24422;1
SO56558;2;23/10/2021;HL227;24422;1
SO56559;1;23/10/2021;HL164;18106;2
SO56560;1;23/10/2021;HL174;26242;1
SO56560;2;23/10/2021;HL164;26242;2
SO56560;3;23/10/2021;HL171;26242;2
SO56561;1;23/10/2021;HL1;15951;1
SO56561;2;23/10/2021;HL215;15951;2
SO56562;1;23/10/2021;HL1;14908;1
SO56562;2;23/10/2021;HL215;14908;2
SO56563;1;23/10/2021;HL158;14878;1
SO56563;2;23/10/2021;HL2;14878;1
SO56563;3;23/10/2021;HL215;14878;2
SO56563;4;23/10/2021;HL172;14878;2
SO56564;1;23/10/2021;HL167;20380;2
SO56564;2;23/10/2021;HL215;20380;2
SO56565;1;23/10/2021;HL167;15305;2
SO56565;2;23/10/2021;HL171;15305;2
SO56565;3;23/10/2021;HL215;15305;3
SO56566;1;23/10/2021;HL172;18090;2
SO56567;1;23/10/2021;HL5;14608;1
SO56567;2;23/10/2021;HL215;14608;2
SO56568;1;23/10/2021;HL172;15173;1
SO56568;2;23/10/2021;HL6;15173;1
SO56568;3;23/10/2021;HL164;15173;2
SO56568;4;23/10/2021;HL165;15173;2
SO56569;1;23/10/2021;HL164;19352;1
SO56569;2;23/10/2021;HL6;19352;2
SO56570;1;23/10/2021;HL164;21115;2
SO56571;1;23/10/2021;HL2;21063;1
SO56571;2;23/10/2021;HL216;21063;2
SO56571;3;23/10/2021;HL225;21063;2
SO56572;1;23/10/2021;HL2;24539;1
SO56572;2;23/10/2021;HL216;24539;2
SO56573;1;23/10/2021;HL167;27826;2
SO56573;2;23/10/2021;HL225;27826;2
SO56574;1;23/10/2021;HL10;11643;1
SO56574;2;23/10/2021;HL224;11643;1
SO56574;3;23/10/2021;HL215;11643;2
SO56575;1;23/10/2021;HL5;13980;1
SO56575;2;23/10/2021;HL172;13980;3
SO56576;1;23/10/2021;HL224;13290;1
SO56576;2;23/10/2021;HL1;13290;1
SO56576;3;23/10/2021;HL215;13290;2
SO56577;1;23/10/2021;HL6;12627;2
SO56578;1;23/10/2021;HL7;12467;1
SO56578;2;23/10/2021;HL168;12467;2
SO56579;1;23/10/2021;HL10;12379;1
SO56580;1;23/10/2021;HL5;11424;1
SO56580;2;23/10/2021;HL6;11424;2
SO56581;1;23/10/2021;HL267;16924;1
SO56581;2;23/10/2021;HL8;16924;1
SO56581;3;23/10/2021;HL153;16924;2
SO56582;1;23/10/2021;HL77;13176;1
SO56582;2;23/10/2021;HL164;13176;2
SO56582;3;23/10/2021;HL165;13176;3
SO56583;1;23/10/2021;HL172;13177;1
SO56583;2;23/10/2021;HL78;13177;1
SO56584;1;23/10/2021;HL174;13205;1
SO56584;2;23/10/2021;HL78;13205;1
SO56584;3;23/10/2021;HL165;13205;2
SO56585;1;23/10/2021;HL169;12935;1
SO56585;2;23/10/2021;HL74;12935;1
SO56585;3;23/10/2021;HL172;12935;2
SO56586;1;23/10/2021;HL75;12209;1
SO56586;2;23/10/2021;HL165;12209;2
SO56587;1;23/10/2021;HL77;12362;1
SO56587;2;23/10/2021;HL172;12362;2
SO56587;3;23/10/2021;HL169;12362;2
SO56588;1;23/10/2021;HL263;28963;1
SO56588;2;23/10/2021;HL164;28963;2
SO56588;3;23/10/2021;HL166;28963;3
SO56589;1;23/10/2021;HL292;22874;1
SO56589;2;23/10/2021;HL6;22874;2
SO56590;1;23/10/2021;HL293;16668;1
SO56590;2;23/10/2021;HL175;16668;1
SO56590;3;23/10/2021;HL164;16668;2
SO56590;4;23/10/2021;HL166;16668;2
SO56591;1;23/10/2021;HL173;22780;1
SO56591;2;23/10/2021;HL293;22780;1
SO56591;3;23/10/2021;HL167;22780;2
SO56591;4;23/10/2021;HL225;22780;2
SO56592;1;23/10/2021;HL95;19768;1
SO56592;2;23/10/2021;HL164;19768;1
SO56592;3;23/10/2021;HL166;19768;2
SO56592;4;23/10/2021;HL6;19768;3
SO56593;1;23/10/2021;HL92;23762;1
SO56593;2;23/10/2021;HL1;23762;1
SO56593;3;23/10/2021;HL6;23762;3
SO56594;1;23/10/2021;HL271;11481;1
SO56594;2;23/10/2021;HL164;11481;2
SO56594;3;23/10/2021;HL166;11481;2
SO56595;1;23/10/2021;HL225;25657;1
SO56595;2;23/10/2021;HL6;25657;1
SO56595;3;23/10/2021;HL271;25657;1
SO56595;4;23/10/2021;HL5;25657;1
SO56595;5;23/10/2021;HL216;25657;2
SO56596;1;23/10/2021;HL271;21665;1
SO56596;2;23/10/2021;HL164;21665;2
SO56596;3;23/10/2021;HL166;21665;3
SO56597;1;23/10/2021;HL260;28731;1
SO56597;2;23/10/2021;HL175;28731;1
SO56597;3;23/10/2021;HL164;28731;2
SO56597;4;23/10/2021;HL166;28731;2
SO56598;1;23/10/2021;HL176;28479;1
SO56598;2;23/10/2021;HL253;28479;1
SO56598;3;23/10/2021;HL2;28479;1
SO56599;1;24/10/2021;HL76;12214;1
SO56599;2;24/10/2021;HL224;12214;1
SO56599;3;24/10/2021;HL167;12214;2
SO56600;1;24/10/2021;HL5;15641;1
SO56600;2;24/10/2021;HL215;15641;2
SO56600;3;24/10/2021;HL223;15641;2
SO56600;4;24/10/2021;HL154;15641;2
SO56601;1;24/10/2021;HL164;20251;1
SO56601;2;24/10/2021;HL223;20251;2
SO56601;3;24/10/2021;HL153;20251;3
SO56602;1;24/10/2021;HL1;17495;1
SO56602;2;24/10/2021;HL172;17495;3
SO56603;1;24/10/2021;HL5;18206;1
SO56603;2;24/10/2021;HL172;18206;3
SO56604;1;24/10/2021;HL224;21978;1
SO56604;2;24/10/2021;HL167;21978;2
SO56605;1;24/10/2021;HL167;20603;2
SO56605;2;24/10/2021;HL225;20603;2
SO56606;1;24/10/2021;HL10;14315;1
SO56606;2;24/10/2021;HL152;14315;1
SO56607;1;24/10/2021;HL267;17634;1
SO56607;2;24/10/2021;HL5;17634;1
SO56608;1;24/10/2021;HL164;19962;2
SO56608;2;24/10/2021;HL166;19962;3
SO56608;3;24/10/2021;HL167;19962;3
SO56609;1;24/10/2021;HL167;11304;2
SO56610;1;24/10/2021;HL228;11142;2
SO56611;1;24/10/2021;HL2;11276;1
SO56611;2;24/10/2021;HL225;11276;2
SO56611;3;24/10/2021;HL216;11276;3
SO56612;1;24/10/2021;HL1;11223;1
SO56612;2;24/10/2021;HL217;11223;3
SO56613;1;24/10/2021;HL154;26071;1
SO56613;2;24/10/2021;HL1;26071;1
SO56613;3;24/10/2021;HL215;26071;2
SO56613;4;24/10/2021;HL222;26071;2
SO56614;1;24/10/2021;HL215;11820;2
SO56614;2;24/10/2021;HL222;11820;2
SO56614;3;24/10/2021;HL167;11820;3
SO56615;1;24/10/2021;HL223;12159;1
SO56615;2;24/10/2021;HL2;12159;1
SO56615;3;24/10/2021;HL215;12159;2
SO56616;1;24/10/2021;HL223;23003;2
SO56616;2;24/10/2021;HL167;23003;3
SO56617;1;24/10/2021;HL165;21657;2
SO56617;2;24/10/2021;HL164;21657;3
SO56618;1;24/10/2021;HL162;19857;1
SO56619;1;24/10/2021;HL2;13486;1
SO56619;2;24/10/2021;HL164;13486;2
SO56620;1;24/10/2021;HL162;19809;1
SO56621;1;24/10/2021;HL163;19219;1
SO56621;2;24/10/2021;HL168;19219;2
SO56622;1;24/10/2021;HL162;18845;1
SO56623;1;24/10/2021;HL161;20270;1
SO56623;2;24/10/2021;HL6;20270;2
SO56624;1;24/10/2021;HL159;15946;1
SO56624;2;24/10/2021;HL1;15946;1
SO56624;3;24/10/2021;HL215;15946;2
SO56625;1;24/10/2021;HL174;15294;1
SO56625;2;24/10/2021;HL215;15294;2
SO56626;1;24/10/2021;HL172;13985;2
SO56626;2;24/10/2021;HL168;13985;2
SO56627;1;24/10/2021;HL162;14806;1
SO56627;2;24/10/2021;HL175;14806;1
SO56628;1;24/10/2021;HL164;19351;3
SO56630;1;24/10/2021;HL167;25629;2
SO56630;2;24/10/2021;HL225;25629;2
SO56631;1;24/10/2021;HL5;29435;1
SO56631;2;24/10/2021;HL217;29435;2
SO56631;3;24/10/2021;HL228;29435;2
SO56632;1;24/10/2021;HL167;26927;1
SO56632;2;24/10/2021;HL217;26927;2
SO56632;3;24/10/2021;HL228;26927;2
SO56633;1;24/10/2021;HL224;11836;1
SO56634;1;24/10/2021;HL172;12015;1
SO56634;2;24/10/2021;HL224;12015;1
SO56634;3;24/10/2021;HL215;12015;2
SO56636;1;24/10/2021;HL172;15859;1
SO56636;2;24/10/2021;HL167;15859;2
SO56637;1;24/10/2021;HL78;12930;1
SO56637;2;24/10/2021;HL224;12930;1
SO56637;3;24/10/2021;HL167;12930;2
SO56638;1;24/10/2021;HL254;27883;1
SO56638;2;24/10/2021;HL167;27883;2
SO56638;3;24/10/2021;HL217;27883;2
SO56638;4;24/10/2021;HL228;27883;2
SO56639;1;24/10/2021;HL248;29184;1
SO56639;2;24/10/2021;HL167;29184;2
SO56639;3;24/10/2021;HL217;29184;2
SO56639;4;24/10/2021;HL228;29184;2
SO56640;1;24/10/2021;HL86;18930;1
SO56640;2;24/10/2021;HL166;18930;2
SO56640;3;24/10/2021;HL164;18930;3
SO56641;1;24/10/2021;HL92;19983;1
SO56642;1;24/10/2021;HL216;21126;1
SO56642;2;24/10/2021;HL293;21126;1
SO56642;3;24/10/2021;HL225;21126;2
SO56643;1;24/10/2021;HL250;14791;1
SO56643;2;24/10/2021;HL164;14791;2
SO56643;3;24/10/2021;HL166;14791;2
SO56643;4;24/10/2021;HL154;14791;2
SO56644;1;25/10/2021;HL92;23546;1
SO56644;2;25/10/2021;HL5;23546;1
SO56645;1;25/10/2021;HL215;25818;2
SO56645;2;25/10/2021;HL6;25818;2
SO56645;3;25/10/2021;HL172;25818;2
SO56646;1;25/10/2021;HL165;28959;2
SO56646;2;25/10/2021;HL164;28959;3
