Id_Venda;Data_Venda;ID_Cliente;ID_Loja
SO54384;15/09/2021;26760;199
SO54385;15/09/2021;22562;199
SO54386;15/09/2021;18330;199
SO54387;15/09/2021;11570;199
SO54388;15/09/2021;23897;199
SO54390;15/09/2021;11802;308
SO54391;15/09/2021;12101;308
SO54392;15/09/2021;13559;308
SO54393;15/09/2021;24735;308
SO54394;15/09/2021;27109;308
SO54396;15/09/2021;20814;308
SO54397;15/09/2021;25747;308
SO54398;15/09/2021;17651;181
SO54399;15/09/2021;26465;27
SO54400;15/09/2021;13116;264
SO54401;15/09/2021;26409;149
SO54402;15/09/2021;16890;251
SO54403;15/09/2021;18919;127
SO54404;15/09/2021;19682;171
SO54405;15/09/2021;19025;165
SO54406;15/09/2021;21072;135
SO54407;15/09/2021;11300;195
SO54408;15/09/2021;12154;179
SO54409;15/09/2021;13541;49
SO54410;15/09/2021;12315;92
SO54412;15/09/2021;15866;160
SO54413;15/09/2021;24299;150
SO54414;15/09/2021;24619;259
SO54415;15/09/2021;11220;9
SO54416;15/09/2021;12182;171
SO54417;15/09/2021;16592;19
SO54418;15/09/2021;22835;17
SO54419;15/09/2021;19001;76
SO54420;15/09/2021;12562;308
SO54421;15/09/2021;27857;158
SO54422;15/09/2021;13982;94
SO54423;15/09/2021;19764;256
SO54424;15/09/2021;11200;199
SO54425;15/09/2021;18777;200
SO54426;15/09/2021;12344;185
SO54427;15/09/2021;29386;17
SO54428;15/09/2021;14985;7
SO54429;15/09/2021;11091;115
SO54430;16/09/2021;24113;306
SO54431;16/09/2021;13945;306
SO54432;16/09/2021;15509;306
SO54433;16/09/2021;12420;306
SO54434;16/09/2021;28949;307
SO54436;16/09/2021;17095;307
SO54438;16/09/2021;12620;307
SO54439;16/09/2021;28460;307
SO54441;16/09/2021;11574;307
SO54442;16/09/2021;21846;307
SO54443;16/09/2021;21321;307
SO54444;16/09/2021;12392;310
SO54445;16/09/2021;13640;310
SO54446;16/09/2021;20818;310
SO54447;16/09/2021;23439;310
SO54448;16/09/2021;28923;310
SO54449;16/09/2021;22469;310
SO54450;16/09/2021;11535;301
SO54451;16/09/2021;11116;265
SO54452;16/09/2021;24872;257
SO54453;16/09/2021;11640;252
SO54454;16/09/2021;14002;256
SO54455;16/09/2021;14371;275
SO54456;16/09/2021;19482;255
SO54457;16/09/2021;19717;276
SO54458;16/09/2021;17442;300
SO54459;16/09/2021;23418;278
SO54460;16/09/2021;20817;251
SO54461;16/09/2021;11567;300
SO54462;16/09/2021;20559;293
SO54463;16/09/2021;12076;298
SO54464;16/09/2021;11277;265
SO54465;16/09/2021;11185;278
SO54466;16/09/2021;25512;292
SO54467;16/09/2021;17366;294
SO54468;16/09/2021;27155;275
SO54469;16/09/2021;16772;307
SO54470;16/09/2021;11293;307
SO54471;16/09/2021;14863;254
SO54472;16/09/2021;22826;267
SO54473;16/09/2021;14532;298
SO54474;16/09/2021;12925;307
SO54475;16/09/2021;26470;307
SO54476;16/09/2021;11079;296
SO54477;17/09/2021;12471;200
SO54478;17/09/2021;11012;199
SO54479;17/09/2021;27143;306
SO54480;17/09/2021;25526;306
SO54481;17/09/2021;21654;306
SO54482;17/09/2021;11050;306
SO54483;17/09/2021;28828;306
SO54484;17/09/2021;26329;306
SO54485;17/09/2021;14103;306
SO54486;17/09/2021;16896;306
SO54487;17/09/2021;14083;306
SO54488;17/09/2021;15824;307
SO54489;17/09/2021;11731;307
SO54490;17/09/2021;20279;307
SO54491;17/09/2021;16399;309
SO54492;17/09/2021;15340;309
SO54493;17/09/2021;24105;309
SO54494;17/09/2021;28235;309
SO54495;17/09/2021;20816;309
SO54496;17/09/2021;15880;309
SO54497;17/09/2021;16489;204
SO54498;17/09/2021;20280;242
SO54499;17/09/2021;14821;225
SO54500;17/09/2021;12630;234
SO54501;17/09/2021;29400;73
SO54502;17/09/2021;27814;209
SO54503;17/09/2021;29332;295
SO54504;17/09/2021;11550;238
SO54505;17/09/2021;18893;209
SO54506;17/09/2021;18257;245
SO54507;17/09/2021;14749;236
SO54508;17/09/2021;11439;221
SO54509;17/09/2021;11097;233
SO54510;17/09/2021;13776;71
SO54511;17/09/2021;14353;248
SO54512;17/09/2021;16301;309
SO54513;17/09/2021;16885;224
SO54514;17/09/2021;15285;244
SO54516;17/09/2021;11347;309
SO54517;17/09/2021;22278;307
SO54518;17/09/2021;11581;309
SO54519;17/09/2021;23578;234
SO54521;17/09/2021;20148;307
SO54522;17/09/2021;19571;310
SO54523;17/09/2021;26263;237
SO54524;17/09/2021;12165;309
SO54525;17/09/2021;11059;309
SO54526;17/09/2021;28611;309
SO54527;18/09/2021;13938;200
SO54528;18/09/2021;13641;200
SO54529;18/09/2021;16754;200
SO54530;18/09/2021;23132;200
SO54532;18/09/2021;18710;200
SO54533;18/09/2021;18737;200
SO54534;18/09/2021;26774;199
SO54535;18/09/2021;13181;199
SO54536;18/09/2021;24314;199
SO54537;18/09/2021;25152;199
SO54538;18/09/2021;11180;199
SO54539;18/09/2021;11185;199
SO54540;18/09/2021;12189;307
SO54541;18/09/2021;12568;307
SO54542;18/09/2021;13764;307
SO54543;18/09/2021;23894;308
SO54544;18/09/2021;13627;308
SO54545;18/09/2021;21698;310
SO54546;18/09/2021;15860;119
SO54547;18/09/2021;28841;260
SO54548;18/09/2021;28904;22
SO54549;18/09/2021;24734;122
SO54550;18/09/2021;16044;167
SO54551;18/09/2021;18739;49
SO54553;18/09/2021;23414;158
SO54554;18/09/2021;27001;135
SO54555;18/09/2021;23776;113
SO54556;18/09/2021;18747;122
SO54557;18/09/2021;19852;14
SO54558;18/09/2021;18523;261
SO54559;18/09/2021;21903;147
SO54560;18/09/2021;14059;261
SO54561;18/09/2021;12133;138
SO54562;18/09/2021;16295;301
SO54563;18/09/2021;12710;70
SO54564;18/09/2021;11906;64
SO54565;18/09/2021;26175;43
SO54566;18/09/2021;24450;287
SO54567;18/09/2021;28682;152
SO54568;18/09/2021;23251;45
SO54569;18/09/2021;26841;277
SO54570;18/09/2021;18554;139
SO54571;18/09/2021;17488;134
SO54572;18/09/2021;18552;129
SO54573;18/09/2021;18374;199
SO54574;18/09/2021;14099;200
SO54575;18/09/2021;11740;288
SO54576;18/09/2021;27025;179
SO54577;18/09/2021;14811;199
SO54578;18/09/2021;27740;4
SO54579;18/09/2021;27926;153
SO54580;18/09/2021;27631;85
SO54581;18/09/2021;27836;308
SO54582;18/09/2021;14535;85
SO54583;18/09/2021;28423;304
SO54584;18/09/2021;17431;47
SO54585;19/09/2021;13066;200
SO54586;19/09/2021;20664;200
SO54587;19/09/2021;11502;200
SO54588;19/09/2021;12172;200
SO54589;19/09/2021;18601;199
SO54590;19/09/2021;14725;199
SO54591;19/09/2021;23798;199
SO54592;19/09/2021;12765;199
SO54593;19/09/2021;11824;306
SO54594;19/09/2021;17631;306
SO54595;19/09/2021;12828;306
SO54596;19/09/2021;12184;306
SO54597;19/09/2021;11575;306
SO54598;19/09/2021;13890;306
SO54599;19/09/2021;16059;306
SO54600;19/09/2021;20121;307
SO54601;19/09/2021;21103;307
SO54602;19/09/2021;18495;307
SO54603;19/09/2021;24889;307
SO54604;19/09/2021;12112;309
SO54605;19/09/2021;25204;310
SO54606;19/09/2021;14956;295
SO54607;19/09/2021;19021;64
SO54608;19/09/2021;26896;87
SO54609;19/09/2021;15114;18
SO54610;19/09/2021;28935;301
SO54611;19/09/2021;18496;138
SO54612;19/09/2021;17635;78
SO54613;19/09/2021;14312;176
SO54614;19/09/2021;27937;95
SO54615;19/09/2021;14735;54
SO54617;19/09/2021;11888;231
SO54618;19/09/2021;18919;15
SO54619;19/09/2021;20308;12
SO54620;19/09/2021;19549;255
SO54621;19/09/2021;16515;145
SO54622;19/09/2021;13148;33
SO54623;19/09/2021;18693;205
SO54624;19/09/2021;12323;111
SO54625;19/09/2021;18521;140
SO54626;19/09/2021;22042;235
SO54627;19/09/2021;15406;221
SO54628;19/09/2021;12490;162
SO54629;19/09/2021;12064;213
SO54630;19/09/2021;26784;150
SO54631;19/09/2021;16965;175
SO54632;19/09/2021;13560;213
SO54633;19/09/2021;12169;213
SO54634;19/09/2021;11603;222
SO54635;19/09/2021;11564;211
SO54636;19/09/2021;22006;206
SO54638;19/09/2021;11845;61
SO54639;19/09/2021;21406;131
SO54640;19/09/2021;13070;285
SO54641;19/09/2021;20086;20
SO54642;19/09/2021;19015;70
SO54643;19/09/2021;11071;177
SO54644;19/09/2021;14502;306
SO54645;19/09/2021;11199;307
SO54646;19/09/2021;16190;22
SO54647;19/09/2021;28981;191
SO54648;19/09/2021;27300;20
SO54649;19/09/2021;22226;93
SO54650;19/09/2021;28143;308
SO54651;19/09/2021;22009;308
SO54652;19/09/2021;19836;299
SO54653;19/09/2021;19223;306
SO54654;19/09/2021;14546;152
SO54655;19/09/2021;11114;3
SO54656;19/09/2021;12036;200
SO54657;20/09/2021;25339;71
SO54658;20/09/2021;28590;134
SO54659;20/09/2021;14952;34
SO54660;20/09/2021;16363;109
SO54661;20/09/2021;23267;42
SO54662;20/09/2021;18493;284
SO54663;20/09/2021;15100;81
SO54664;20/09/2021;17842;129
SO54665;20/09/2021;24110;13
SO54666;20/09/2021;11007;123
SO54667;20/09/2021;11011;128
SO54668;20/09/2021;29256;9
SO54669;20/09/2021;14107;180
SO54670;20/09/2021;23918;53
SO54671;20/09/2021;18722;196
SO54672;20/09/2021;18704;55
SO54673;20/09/2021;16408;97
SO54674;20/09/2021;18487;60
SO54675;20/09/2021;20052;114
SO54676;20/09/2021;18571;193
SO54677;20/09/2021;12907;67
SO54678;20/09/2021;12143;189
SO54679;20/09/2021;19547;112
SO54680;20/09/2021;18391;159
SO54681;20/09/2021;22478;92
SO54682;20/09/2021;25739;42
SO54683;20/09/2021;15478;129
SO54684;20/09/2021;16488;282
SO54685;20/09/2021;11211;158
SO54686;20/09/2021;23722;132
SO54687;20/09/2021;18287;69
SO54688;20/09/2021;17078;102
SO54689;20/09/2021;25265;161
SO54690;20/09/2021;12466;39
SO54691;20/09/2021;11430;97
SO54692;20/09/2021;11520;5
SO54693;20/09/2021;12316;103
SO54694;20/09/2021;12805;84
SO54695;20/09/2021;11609;146
SO54696;20/09/2021;29002;53
SO54697;20/09/2021;17101;109
SO54698;20/09/2021;12868;42
SO54699;20/09/2021;23795;14
SO54701;20/09/2021;14205;291
SO54702;20/09/2021;12137;125
SO54703;20/09/2021;11140;140
SO54704;20/09/2021;15139;174
SO54705;20/09/2021;27841;289
SO54706;20/09/2021;25253;289
SO54707;20/09/2021;22569;163
SO54708;20/09/2021;17169;80
SO54709;20/09/2021;11176;75
SO54710;20/09/2021;26053;48
SO54711;20/09/2021;13046;60
SO54712;20/09/2021;13989;178
SO54713;20/09/2021;12928;6
SO54714;20/09/2021;28896;81
SO54715;20/09/2021;11300;69
SO54716;21/09/2021;14351;200
SO54717;21/09/2021;16355;200
SO54718;21/09/2021;17260;200
SO54719;21/09/2021;26930;200
SO54720;21/09/2021;12489;200
SO54721;21/09/2021;22023;200
SO54722;21/09/2021;15943;200
SO54723;21/09/2021;18718;200
SO54724;21/09/2021;24589;199
SO54725;21/09/2021;16701;199
SO54726;21/09/2021;27196;199
SO54727;21/09/2021;14553;199
SO54728;21/09/2021;23405;199
SO54729;21/09/2021;13968;308
SO54730;21/09/2021;19537;308
SO54731;21/09/2021;13627;308
SO54732;21/09/2021;28444;308
SO54733;21/09/2021;22527;308
SO54734;21/09/2021;13927;8
SO54735;21/09/2021;22543;84
SO54736;21/09/2021;12017;139
SO54737;21/09/2021;19725;105
SO54738;21/09/2021;16741;79
SO54739;21/09/2021;18731;148
SO54740;21/09/2021;24904;283
SO54741;21/09/2021;27509;268
SO54742;21/09/2021;24960;67
SO54743;21/09/2021;21064;168
SO54744;21/09/2021;21240;128
SO54745;21/09/2021;25727;27
SO54746;21/09/2021;17026;143
SO54747;21/09/2021;26472;163
SO54748;21/09/2021;17485;153
SO54749;21/09/2021;11571;25
SO54750;21/09/2021;11304;107
SO54751;21/09/2021;14530;182
SO54752;21/09/2021;17306;116
SO54753;21/09/2021;15281;57
SO54754;21/09/2021;16437;138
SO54755;21/09/2021;14723;57
SO54756;21/09/2021;22945;199
SO54757;21/09/2021;27375;308
SO54758;21/09/2021;17785;308
SO54759;21/09/2021;13832;308
SO54760;21/09/2021;24567;4
SO54761;21/09/2021;16005;77
SO54762;21/09/2021;11869;116
SO54763;21/09/2021;25686;308
SO54764;21/09/2021;15264;308
SO54765;21/09/2021;13266;200
SO54766;21/09/2021;27055;150
SO54767;21/09/2021;15021;199
SO54768;21/09/2021;15452;41
SO54769;21/09/2021;18190;60
SO54770;22/09/2021;13610;306
SO54771;22/09/2021;28806;306
SO54772;22/09/2021;14773;306
SO54773;22/09/2021;11718;306
SO54774;22/09/2021;24680;306
SO54775;22/09/2021;25655;306
SO54776;22/09/2021;22486;307
SO54777;22/09/2021;13550;307
SO54778;22/09/2021;20323;307
SO54779;22/09/2021;16745;307
SO54780;22/09/2021;17468;307
SO54781;22/09/2021;12754;310
SO54782;22/09/2021;17483;310
SO54783;22/09/2021;11536;310
SO54784;22/09/2021;11465;310
SO54785;22/09/2021;19678;310
SO54786;22/09/2021;23763;310
SO54787;22/09/2021;25198;310
SO54788;22/09/2021;24424;310
SO54789;22/09/2021;15148;272
SO54790;22/09/2021;12328;259
SO54791;22/09/2021;25048;244
SO54792;22/09/2021;23696;252
SO54793;22/09/2021;19496;252
SO54794;22/09/2021;18736;298
SO54795;22/09/2021;18691;298
SO54796;22/09/2021;26768;257
SO54797;22/09/2021;21940;257
SO54798;22/09/2021;20423;294
SO54799;22/09/2021;15759;275
SO54800;22/09/2021;12103;265
SO54801;22/09/2021;11759;302
SO54802;22/09/2021;11540;268
SO54803;22/09/2021;12431;232
SO54804;22/09/2021;16613;264
SO54805;22/09/2021;19182;310
SO54806;22/09/2021;18314;293
SO54807;22/09/2021;16991;270
SO54808;22/09/2021;24995;310
SO54809;22/09/2021;27607;307
SO54810;22/09/2021;16750;306
SO54811;22/09/2021;23503;267
SO54812;22/09/2021;26264;260
SO54813;22/09/2021;20178;301
SO54814;22/09/2021;14123;251
SO54815;22/09/2021;14443;264
SO54816;22/09/2021;23153;257
SO54817;22/09/2021;22883;240
SO54818;22/09/2021;27753;306
SO54819;22/09/2021;26517;310
SO54820;22/09/2021;17783;306
SO54821;23/09/2021;11914;200
SO54822;23/09/2021;29412;200
SO54823;23/09/2021;12128;200
SO54824;23/09/2021;13166;200
SO54825;23/09/2021;28623;200
SO54826;23/09/2021;15154;199
SO54827;23/09/2021;24411;199
SO54828;23/09/2021;16517;199
SO54829;23/09/2021;12144;199
SO54830;23/09/2021;26897;199
SO54831;23/09/2021;13603;306
SO54832;23/09/2021;27526;306
SO54833;23/09/2021;17519;306
SO54835;23/09/2021;18738;307
SO54836;23/09/2021;22479;307
SO54837;23/09/2021;15931;307
SO54838;23/09/2021;18097;307
SO54839;23/09/2021;13262;308
SO54840;23/09/2021;22368;309
SO54841;23/09/2021;26757;309
SO54842;23/09/2021;15080;309
SO54843;23/09/2021;17158;309
SO54844;23/09/2021;26987;309
SO54845;23/09/2021;18752;309
SO54846;23/09/2021;13814;310
SO54847;23/09/2021;12372;304
SO54848;23/09/2021;23272;126
SO54849;23/09/2021;12335;141
SO54850;23/09/2021;22656;71
SO54851;23/09/2021;12335;77
SO54852;23/09/2021;28921;214
SO54853;23/09/2021;11751;52
SO54854;23/09/2021;18706;210
SO54855;23/09/2021;22473;210
SO54856;23/09/2021;18064;235
SO54857;23/09/2021;22145;237
SO54858;23/09/2021;11091;231
SO54859;23/09/2021;12635;248
SO54860;23/09/2021;21849;185
SO54861;23/09/2021;12116;237
SO54862;23/09/2021;11895;246
SO54863;23/09/2021;12174;207
SO54864;23/09/2021;12939;215
SO54865;23/09/2021;11223;8
SO54866;23/09/2021;24941;48
SO54867;23/09/2021;11631;247
SO54868;23/09/2021;15910;212
SO54869;23/09/2021;14953;204
SO54870;23/09/2021;13222;240
SO54871;23/09/2021;12760;200
SO54873;23/09/2021;28330;236
SO54874;23/09/2021;27727;203
SO54875;23/09/2021;19078;99
SO54876;23/09/2021;29394;304
SO54877;23/09/2021;15034;308
SO54878;23/09/2021;17323;306
SO54879;23/09/2021;13430;309
SO54880;23/09/2021;26981;240
SO54881;24/09/2021;16200;200
SO54882;24/09/2021;28668;200
SO54883;24/09/2021;19606;199
SO54884;24/09/2021;19500;306
SO54885;24/09/2021;11783;306
SO54886;24/09/2021;20413;306
SO54887;24/09/2021;15794;306
SO54889;24/09/2021;11014;306
SO54890;24/09/2021;18984;306
SO54891;24/09/2021;23281;307
SO54892;24/09/2021;17138;307
SO54893;24/09/2021;11576;307
SO54894;24/09/2021;19680;308
SO54895;24/09/2021;11969;310
SO54896;24/09/2021;15352;310
SO54897;24/09/2021;27929;310
SO54898;24/09/2021;27961;107
SO54899;24/09/2021;28844;170
SO54900;24/09/2021;15763;305
SO54901;24/09/2021;13986;55
SO54902;24/09/2021;28953;217
SO54903;24/09/2021;13906;52
SO54904;24/09/2021;17709;257
SO54905;24/09/2021;22954;264
SO54906;24/09/2021;22951;154
SO54907;24/09/2021;28985;31
SO54908;24/09/2021;19684;145
SO54909;24/09/2021;20691;171
SO54910;24/09/2021;17663;17
SO54911;24/09/2021;25721;173
SO54912;24/09/2021;22963;208
SO54914;24/09/2021;11073;81
SO54915;24/09/2021;11074;301
SO54916;24/09/2021;11100;269
SO54917;24/09/2021;11582;55
SO54918;24/09/2021;18151;179
SO54919;24/09/2021;21633;291
SO54920;24/09/2021;12235;145
SO54921;24/09/2021;12832;47
SO54922;24/09/2021;11959;146
SO54923;24/09/2021;11200;308
SO54924;24/09/2021;22974;78
SO54925;24/09/2021;12992;147
SO54926;24/09/2021;27828;155
SO54927;24/09/2021;23077;301
SO54928;24/09/2021;22772;165
SO54929;24/09/2021;15760;310
SO54930;24/09/2021;12512;5
SO54931;24/09/2021;26130;310
SO54932;25/09/2021;11322;200
SO54933;25/09/2021;12317;200
SO54934;25/09/2021;14702;200
SO54935;25/09/2021;20302;200
SO54936;25/09/2021;26163;199
SO54937;25/09/2021;23137;199
SO54938;25/09/2021;18709;199
SO54939;25/09/2021;11244;306
SO54940;25/09/2021;20303;306
SO54941;25/09/2021;11537;307
SO54942;25/09/2021;13256;309
SO54943;25/09/2021;28979;45
SO54944;25/09/2021;21655;255
SO54945;25/09/2021;23086;277
SO54946;25/09/2021;16194;146
SO54947;25/09/2021;24779;43
SO54948;25/09/2021;16920;66
SO54949;25/09/2021;22961;3
SO54950;25/09/2021;23415;85
SO54951;25/09/2021;20948;267
SO54952;25/09/2021;23765;123
SO54953;25/09/2021;18522;12
SO54954;25/09/2021;11598;18
SO54955;25/09/2021;23525;183
SO54956;25/09/2021;18681;115
SO54957;25/09/2021;25647;72
SO54958;25/09/2021;21764;81
SO54959;25/09/2021;15709;230
SO54960;25/09/2021;23804;2
SO54961;25/09/2021;21210;248
SO54962;25/09/2021;11836;25
SO54963;25/09/2021;27966;104
SO54964;25/09/2021;27530;139
SO54965;25/09/2021;29286;115
SO54966;25/09/2021;18932;310
SO54967;25/09/2021;16319;42
SO54968;25/09/2021;22741;193
SO54969;25/09/2021;19933;118
SO54970;25/09/2021;29127;306
SO54971;25/09/2021;19516;31
SO54972;25/09/2021;13868;308
SO54973;25/09/2021;18811;199
SO54974;25/09/2021;16558;98
SO54975;25/09/2021;22814;141
SO54976;26/09/2021;16140;200
SO54977;26/09/2021;12082;200
SO54978;26/09/2021;27758;200
SO54979;26/09/2021;11305;200
SO54980;26/09/2021;19024;199
SO54981;26/09/2021;12162;199
SO54982;26/09/2021;24888;199
SO54984;26/09/2021;25261;306
SO54985;26/09/2021;11960;306
SO54986;26/09/2021;14328;306
SO54987;26/09/2021;25746;306
SO54988;26/09/2021;26767;307
SO54989;26/09/2021;11209;307
SO54990;26/09/2021;14525;307
SO54991;26/09/2021;12439;307
SO54992;26/09/2021;24256;308
SO54993;26/09/2021;11909;308
SO54994;26/09/2021;22388;309
SO54995;26/09/2021;28475;309
SO54996;26/09/2021;17230;309
SO54997;26/09/2021;11203;309
SO54998;26/09/2021;19013;310
SO54999;26/09/2021;12678;310
SO55000;26/09/2021;28940;310
SO55001;26/09/2021;14886;310
SO55002;26/09/2021;16393;277
SO55003;26/09/2021;24210;230
SO55004;26/09/2021;18695;292
SO55005;26/09/2021;23787;259
SO55006;26/09/2021;24120;83
SO55007;26/09/2021;27757;211
SO55008;26/09/2021;11539;181
SO55009;26/09/2021;25731;75
SO55010;26/09/2021;21223;204
SO55011;26/09/2021;20679;79
SO55012;26/09/2021;22767;73
SO55013;26/09/2021;16449;293
SO55014;26/09/2021;18349;113
SO55015;26/09/2021;15234;30
SO55016;26/09/2021;12844;309
SO55017;26/09/2021;18423;310
SO55018;26/09/2021;21851;307
SO55019;26/09/2021;19973;199
SO55020;26/09/2021;23023;307
SO55021;26/09/2021;19064;307
SO55022;26/09/2021;16292;306
SO55023;26/09/2021;22866;310
SO55024;26/09/2021;23555;303
SO55025;26/09/2021;25813;145
SO55026;26/09/2021;20942;308
SO55027;26/09/2021;21358;306
SO55028;26/09/2021;13031;184
SO55029;26/09/2021;28057;309
SO55030;27/09/2021;22185;308
SO55031;27/09/2021;25538;289
SO55032;27/09/2021;15792;11
SO55033;27/09/2021;25281;113
SO55034;27/09/2021;13990;131
SO55035;27/09/2021;22227;101
SO55036;27/09/2021;24670;277
SO55037;27/09/2021;28952;10
SO55038;27/09/2021;15632;129
SO55039;27/09/2021;27153;19
SO55040;27/09/2021;22953;111
SO55041;27/09/2021;16898;177
SO55042;27/09/2021;11808;158
SO55043;27/09/2021;18490;164
SO55044;27/09/2021;16518;35
SO55045;27/09/2021;19671;122
SO55046;27/09/2021;23220;32
SO55047;27/09/2021;18725;51
SO55048;27/09/2021;19275;18
SO55049;27/09/2021;20117;187
SO55050;27/09/2021;15156;76
SO55051;27/09/2021;24902;93
SO55052;27/09/2021;28462;52
SO55053;27/09/2021;15107;155
SO55054;27/09/2021;22336;86
SO55055;27/09/2021;11904;110
SO55056;27/09/2021;21298;181
SO55057;27/09/2021;15615;97
SO55058;27/09/2021;23380;10
SO55059;27/09/2021;27223;107
SO55060;27/09/2021;18063;260
SO55061;27/09/2021;15353;38
SO55062;27/09/2021;11427;188
SO55063;27/09/2021;11964;141
SO55064;27/09/2021;11905;195
SO55065;27/09/2021;12155;21
SO55066;27/09/2021;11223;146
SO55067;27/09/2021;15008;66
SO55068;27/09/2021;21989;126
SO55070;27/09/2021;12944;152
SO55071;27/09/2021;12984;278
SO55072;27/09/2021;15426;185
SO55073;27/09/2021;18105;154
SO55074;27/09/2021;12776;183
SO55075;27/09/2021;18755;177
SO55076;27/09/2021;15584;63
SO55077;27/09/2021;26179;193
SO55078;27/09/2021;18169;252
SO55079;27/09/2021;16557;53
SO55080;27/09/2021;25513;114
SO55081;27/09/2021;12370;72
SO55082;27/09/2021;23465;153
SO55083;27/09/2021;13137;94
SO55084;27/09/2021;20512;22
SO55085;27/09/2021;25314;57
SO55086;27/09/2021;11711;180
SO55087;27/09/2021;11203;66
SO55088;27/09/2021;17740;200
SO55089;27/09/2021;15731;199
SO55091;27/09/2021;14865;101
SO55092;28/09/2021;15913;43
SO55093;28/09/2021;17027;91
SO55094;28/09/2021;15827;15
SO55095;28/09/2021;28111;58
SO55096;28/09/2021;24673;67
SO55097;28/09/2021;18923;283
SO55098;28/09/2021;27850;156
SO55099;28/09/2021;23526;23
SO55100;28/09/2021;23230;183
SO55102;28/09/2021;18078;20
SO55103;28/09/2021;13296;62
SO55104;28/09/2021;26664;137
SO55105;28/09/2021;18807;49
SO55106;28/09/2021;20339;174
SO55107;28/09/2021;18836;165
SO55108;28/09/2021;22374;61
SO55109;28/09/2021;28442;137
SO55110;28/09/2021;25223;151
SO55111;28/09/2021;22142;136
SO55112;28/09/2021;19567;157
SO55113;28/09/2021;11150;21
SO55114;28/09/2021;11440;58
SO55115;28/09/2021;14711;104
SO55116;28/09/2021;26972;149
SO55117;28/09/2021;11858;82
SO55118;28/09/2021;11898;28
SO55119;28/09/2021;11026;100
SO55120;28/09/2021;11549;94
SO55121;28/09/2021;11967;29
SO55122;28/09/2021;17161;189
SO55123;28/09/2021;13762;167
SO55124;28/09/2021;13432;160
SO55125;28/09/2021;25579;159
SO55126;28/09/2021;11501;189
SO55127;28/09/2021;26449;85
SO55128;28/09/2021;28005;116
SO55129;28/09/2021;11501;62
SO55130;28/09/2021;13676;5
SO55131;28/09/2021;11505;171
SO55132;28/09/2021;17083;198
SO55133;28/09/2021;18321;79
SO55134;28/09/2021;16455;167
SO55135;28/09/2021;19603;34
SO55136;28/09/2021;18755;198
SO55137;28/09/2021;27387;142
SO55138;28/09/2021;16458;37
SO55139;29/09/2021;23780;200
SO55140;29/09/2021;11433;200
SO55142;29/09/2021;24742;200
SO55143;29/09/2021;16340;200
SO55144;29/09/2021;13170;200
SO55145;29/09/2021;12750;200
SO55146;29/09/2021;13183;199
SO55147;29/09/2021;23417;199
SO55148;29/09/2021;27903;199
SO55149;29/09/2021;11764;199
SO55150;29/09/2021;25953;199
SO55151;29/09/2021;20746;199
SO55152;29/09/2021;18686;308
SO55153;29/09/2021;11999;308
SO55154;29/09/2021;18327;308
SO55155;29/09/2021;11892;308
SO55156;29/09/2021;19896;308
SO55157;29/09/2021;24399;308
SO55159;29/09/2021;24135;308
SO55160;29/09/2021;13979;88
SO55161;29/09/2021;18721;9
SO55162;29/09/2021;20014;32
SO55163;29/09/2021;20317;41
SO55164;29/09/2021;16959;140
SO55165;29/09/2021;14531;25
SO55166;29/09/2021;24423;136
SO55167;29/09/2021;11215;84
SO55168;29/09/2021;21114;200
SO55169;29/09/2021;11213;200
SO55170;29/09/2021;27479;308
SO55171;29/09/2021;19515;200
SO55172;29/09/2021;11566;110
SO55173;29/09/2021;27654;194
SO55174;29/09/2021;18036;151
SO55175;29/09/2021;22324;308
SO55176;29/09/2021;29241;200
SO55177;29/09/2021;16474;199
SO55178;29/09/2021;16115;199
SO55179;30/09/2021;28991;306
SO55180;30/09/2021;21791;306
SO55181;30/09/2021;15871;306
SO55182;30/09/2021;18703;306
SO55183;30/09/2021;14157;306
SO55184;30/09/2021;11890;306
SO55185;30/09/2021;15830;306
SO55186;30/09/2021;12309;306
SO55187;30/09/2021;15816;306
SO55188;30/09/2021;11253;307
SO55189;30/09/2021;16168;307
SO55190;30/09/2021;12185;307
SO55191;30/09/2021;18574;307
SO55192;30/09/2021;20513;307
SO55193;30/09/2021;19716;310
SO55194;30/09/2021;28928;310
SO55195;30/09/2021;18491;310
SO55196;30/09/2021;11215;259
SO55197;30/09/2021;14925;299
SO55198;30/09/2021;11153;267
SO55199;30/09/2021;17238;299
SO55200;30/09/2021;25702;253
SO55201;30/09/2021;20324;252
SO55202;30/09/2021;20520;275
SO55203;30/09/2021;16743;255
SO55204;30/09/2021;11177;301
SO55205;30/09/2021;18909;294
SO55207;30/09/2021;27924;292
SO55208;30/09/2021;19881;251
SO55209;30/09/2021;20821;253
SO55210;30/09/2021;21653;297
SO55212;30/09/2021;12193;256
SO55213;30/09/2021;17387;264
SO55214;30/09/2021;12249;278
SO55215;30/09/2021;17104;270
SO55216;30/09/2021;11896;294
SO55217;30/09/2021;11153;265
SO55218;30/09/2021;17721;298
SO55219;30/09/2021;12363;310
SO55220;30/09/2021;23879;276
SO55221;30/09/2021;19870;295
SO55222;30/09/2021;20766;267
SO55223;30/09/2021;20596;299
SO55224;30/09/2021;15701;257
SO55225;30/09/2021;23591;307
SO55226;30/09/2021;15236;251
SO55227;30/09/2021;12951;261
SO55228;30/09/2021;17325;306
SO55229;30/09/2021;18712;298
